Hour, Average fluid temperature (°C), HP Inlet fluid temperature (°C), HP Outlet fluid temperature (°C), Load on ground (W/m),  Heat pump power consumption (kWh)
2152,6.24,6.69,5.79,7.385,0.269
2153,6.24,6.69,5.79,7.385,0.269
2154,6.24,6.69,5.79,7.385,0.269
2155,6.24,6.69,5.78,7.385,0.269
2156,6.24,6.69,5.78,7.385,0.269
2157,6.24,6.69,5.78,7.385,0.269
2158,6.24,6.69,5.78,7.384,0.269
2159,6.24,6.69,5.78,7.384,0.269
2160,6.24,6.69,5.78,7.384,0.269
2161,6.23,6.69,5.78,7.384,0.269
2162,6.23,6.69,5.78,7.384,0.269
2163,6.23,6.69,5.78,7.384,0.269
2164,6.23,6.69,5.78,7.384,0.269
2165,6.23,6.69,5.78,7.384,0.269
2166,6.23,6.69,5.78,7.384,0.269
2167,6.23,6.69,5.78,7.384,0.269
2168,6.23,6.68,5.78,7.384,0.269
2169,6.23,6.68,5.78,7.384,0.269
2170,6.23,6.68,5.78,7.384,0.269
2171,6.23,6.68,5.77,7.384,0.269
2172,6.23,6.68,5.77,7.384,0.269
2173,6.23,6.68,5.77,7.384,0.269
2174,6.23,6.68,5.77,7.384,0.269
2175,6.23,6.68,5.77,7.384,0.269
2176,6.23,6.68,5.77,7.384,0.269
2177,6.22,6.68,5.77,7.384,0.269
2178,6.22,6.68,5.77,7.384,0.269
2179,6.22,6.68,5.77,7.384,0.269
2180,6.22,6.68,5.77,7.384,0.269
2181,6.22,6.68,5.77,7.384,0.269
2182,6.22,6.68,5.77,7.384,0.269
2183,6.22,6.67,5.77,7.384,0.269
2184,6.22,6.67,5.77,7.384,0.269
2185,6.22,6.67,5.77,7.384,0.269
2186,6.22,6.67,5.77,7.384,0.269
2187,6.22,6.67,5.76,7.384,0.269
2188,6.22,6.67,5.76,7.384,0.269
2189,6.22,6.67,5.76,7.384,0.269
2190,6.22,6.67,5.76,7.384,0.269
2191,9.72,9.05,10.4,-11.047,0.107
2192,10.68,10,11.36,-11.07,0.11
2193,11.22,10.54,11.9,-11.085,0.111
2194,11.58,10.9,12.26,-11.095,0.112
2195,11.85,11.17,12.53,-11.102,0.113
2196,12.06,11.37,12.74,-11.108,0.114
2197,12.22,11.54,12.91,-11.113,0.114
2198,12.36,11.68,13.05,-11.117,0.114
2199,12.49,11.8,13.17,-11.121,0.115
2200,12.59,11.91,13.27,-11.124,0.115
2201,12.68,12,13.37,-11.127,0.115
2202,12.77,12.08,13.45,-11.129,0.116
2203,12.84,12.16,13.53,-11.132,0.116
2204,12.91,12.23,13.6,-11.134,0.116
2205,12.97,12.29,13.66,-11.136,0.116
2206,13.03,12.35,13.72,-11.137,0.116
2207,13.09,12.4,13.77,-11.139,0.117
2208,13.14,12.45,13.82,-11.141,0.117
2209,13.19,12.5,13.87,-11.142,0.117
2210,13.23,12.55,13.92,-11.144,0.117
2211,13.27,12.59,13.96,-11.145,0.117
2212,13.31,12.63,14,-11.146,0.117
2213,13.35,12.67,14.04,-11.147,0.117
2214,13.39,12.7,14.07,-11.149,0.118
2215,13.42,12.74,14.11,-11.15,0.118
2216,13.45,12.77,14.14,-11.151,0.118
2217,13.49,12.8,14.17,-11.152,0.118
2218,13.52,12.83,14.2,-11.153,0.118
2219,13.54,12.86,14.23,-11.154,0.118
2220,13.57,12.89,14.26,-11.155,0.118
2221,13.6,12.91,14.29,-11.156,0.118
2222,13.63,12.94,14.31,-11.157,0.118
2223,13.65,12.96,14.34,-11.158,0.118
2224,13.67,12.99,14.36,-11.158,0.118
2225,13.7,13.01,14.38,-11.159,0.119
2226,13.72,13.03,14.41,-11.16,0.119
2227,13.74,13.06,14.43,-11.161,0.119
2228,13.76,13.08,14.45,-11.161,0.119
2229,13.78,13.1,14.47,-11.162,0.119
2230,13.81,13.12,14.49,-11.163,0.119
2231,13.82,13.14,14.51,-11.163,0.119
2232,13.84,13.16,14.53,-11.164,0.119
2233,13.86,13.18,14.55,-11.165,0.119
2234,13.88,13.19,14.57,-11.165,0.119
2235,13.9,13.21,14.58,-11.166,0.119
2236,13.92,13.23,14.6,-11.166,0.119
2237,13.93,13.25,14.62,-11.167,0.119
2238,13.95,13.26,14.64,-11.167,0.119
2239,13.96,13.28,14.65,-11.168,0.119
2240,13.98,13.29,14.67,-11.168,0.119
2241,14,13.31,14.68,-11.169,0.119
2242,14.01,13.32,14.7,-11.169,0.12
2243,14.03,13.34,14.71,-11.17,0.12
2244,14.04,13.35,14.73,-11.17,0.12
2245,14.05,13.37,14.74,-11.171,0.12
2246,14.07,13.38,14.76,-11.171,0.12
2247,14.08,13.39,14.77,-11.172,0.12
2248,14.1,13.41,14.78,-11.172,0.12
2249,14.11,13.42,14.8,-11.173,0.12
2250,14.12,13.43,14.81,-11.173,0.12
2251,14.13,13.45,14.82,-11.174,0.12
2252,14.15,13.46,14.83,-11.174,0.12
2253,14.16,13.47,14.85,-11.174,0.12
2254,14.17,13.49,14.86,-11.175,0.12
2255,14.19,13.5,14.88,-11.176,0.12
2256,14.21,13.52,14.89,-11.176,0.12
2257,14.22,13.53,14.91,-11.177,0.12
2258,14.24,13.55,14.92,-11.177,0.12
2259,14.25,13.56,14.94,-11.178,0.12
2260,14.26,13.58,14.95,-11.178,0.12
2261,14.28,13.59,14.97,-11.179,0.12
2262,14.29,13.61,14.98,-11.179,0.12
2263,14.31,13.62,14.99,-11.18,0.121
2264,14.32,13.63,15.01,-11.18,0.121
2265,14.33,13.65,15.02,-11.18,0.121
2266,14.35,13.66,15.03,-11.181,0.121
2267,14.36,13.67,15.05,-11.181,0.121
2268,14.37,13.69,15.06,-11.182,0.121
2269,14.39,13.7,15.07,-11.182,0.121
2270,14.4,13.71,15.09,-11.183,0.121
2271,14.41,13.72,15.1,-11.183,0.121
2272,14.42,13.74,15.11,-11.184,0.121
2273,14.44,13.75,15.12,-11.184,0.121
2274,14.45,13.76,15.13,-11.184,0.121
2275,14.46,13.77,15.15,-11.185,0.121
2276,14.47,13.78,15.16,-11.185,0.121
2277,14.48,13.79,15.17,-11.186,0.121
2278,14.49,13.81,15.18,-11.186,0.121
2279,14.5,13.82,15.19,-11.186,0.121
2280,14.52,13.83,15.2,-11.187,0.121
2281,14.53,13.84,15.21,-11.187,0.121
2282,14.54,13.85,15.23,-11.187,0.121
2283,14.55,13.86,15.24,-11.188,0.121
2284,14.56,13.87,15.25,-11.188,0.121
2285,14.57,13.88,15.26,-11.189,0.121
2286,14.58,13.89,15.27,-11.189,0.121
2287,14.59,13.9,15.28,-11.189,0.121
2288,14.6,13.91,15.29,-11.19,0.122
2289,14.61,13.92,15.3,-11.19,0.122
2290,14.62,13.93,15.31,-11.19,0.122
2291,14.63,13.94,15.32,-11.191,0.122
2292,14.64,13.95,15.33,-11.191,0.122
2293,14.65,13.96,15.34,-11.191,0.122
2294,14.66,13.97,15.35,-11.192,0.122
2295,14.67,13.98,15.36,-11.192,0.122
2296,14.68,13.99,15.37,-11.192,0.122
2297,14.69,14,15.38,-11.193,0.122
2298,14.7,14.01,15.38,-11.193,0.122
2299,14.71,14.02,15.39,-11.193,0.122
2300,14.71,14.03,15.4,-11.194,0.122
2301,14.72,14.04,15.41,-11.194,0.122
2302,14.73,14.04,15.42,-11.194,0.122
2303,14.74,14.05,15.43,-11.195,0.122
2304,14.75,14.06,15.44,-11.195,0.122
2305,14.76,14.07,15.45,-11.195,0.122
2306,14.77,14.08,15.45,-11.196,0.122
2307,14.78,14.09,15.46,-11.196,0.122
2308,14.78,14.1,15.47,-11.196,0.122
2309,14.79,14.1,15.48,-11.196,0.122
2310,14.8,14.11,15.49,-11.197,0.122
2311,14.81,14.12,15.5,-11.197,0.122
2312,14.82,14.13,15.5,-11.197,0.122
2313,14.82,14.14,15.51,-11.198,0.122
2314,14.83,14.14,15.52,-11.198,0.122
2315,14.84,14.15,15.53,-11.198,0.122
2316,14.85,14.16,15.54,-11.198,0.122
2317,14.85,14.17,15.54,-11.199,0.122
2318,14.86,14.17,15.55,-11.199,0.122
2319,14.87,14.18,15.55,-11.199,0.122
2320,14.87,14.18,15.56,-11.199,0.122
2321,14.88,14.19,15.56,-11.199,0.122
2322,14.88,14.19,15.57,-11.2,0.122
2323,14.89,14.2,15.57,-11.2,0.123
2324,14.89,14.2,15.58,-11.2,0.123
2325,14.9,14.21,15.58,-11.2,0.123
2326,14.9,14.21,15.59,-11.2,0.123
2327,14.91,14.22,15.59,-11.2,0.123
2328,14.91,14.22,15.6,-11.201,0.123
2329,14.92,14.23,15.6,-11.201,0.123
2330,14.92,14.23,15.61,-11.201,0.123
2331,14.93,14.24,15.61,-11.201,0.123
2332,14.93,14.24,15.62,-11.201,0.123
2333,14.94,14.25,15.62,-11.201,0.123
2334,14.94,14.25,15.63,-11.202,0.123
2335,14.94,14.26,15.63,-11.202,0.123
2336,14.95,14.26,15.64,-11.202,0.123
2337,14.95,14.26,15.64,-11.202,0.123
2338,14.96,14.27,15.65,-11.202,0.123
2339,14.96,14.27,15.65,-11.202,0.123
2340,14.97,14.28,15.66,-11.203,0.123
2341,14.97,14.28,15.66,-11.203,0.123
2342,14.98,14.29,15.66,-11.203,0.123
2343,14.98,14.29,15.67,-11.203,0.123
2344,14.98,14.3,15.67,-11.203,0.123
2345,14.99,14.3,15.68,-11.203,0.123
2346,14.99,14.3,15.68,-11.204,0.123
2347,15,14.31,15.69,-11.204,0.123
2348,15,14.31,15.69,-11.204,0.123
2349,15.01,14.32,15.7,-11.204,0.123
2350,15.01,14.32,15.7,-11.204,0.123
2351,15.01,14.33,15.7,-11.204,0.123
2352,15.02,14.33,15.71,-11.204,0.123
2353,15.02,14.33,15.71,-11.205,0.123
2354,15.03,14.34,15.72,-11.205,0.123
2355,15.03,14.34,15.72,-11.205,0.123
2356,15.03,14.35,15.72,-11.205,0.123
2357,15.04,14.35,15.73,-11.205,0.123
2358,15.04,14.35,15.73,-11.205,0.123
2359,15.05,14.36,15.74,-11.205,0.123
2360,15.05,14.36,15.74,-11.206,0.123
2361,15.05,14.37,15.74,-11.206,0.123
2362,15.06,14.37,15.75,-11.206,0.123
2363,15.06,14.37,15.75,-11.206,0.123
2364,15.07,14.38,15.76,-11.206,0.123
2365,15.07,14.38,15.76,-11.206,0.123
2366,15.07,14.38,15.76,-11.206,0.123
2367,15.08,14.39,15.77,-11.207,0.123
2368,15.08,14.39,15.77,-11.207,0.123
2369,15.08,14.4,15.77,-11.207,0.123
2370,15.09,14.4,15.78,-11.207,0.123
2371,15.09,14.4,15.78,-11.207,0.123
2372,15.1,14.41,15.78,-11.207,0.123
2373,15.1,14.41,15.79,-11.207,0.123
2374,15.1,14.41,15.79,-11.208,0.123
2375,15.11,14.42,15.8,-11.208,0.123
2376,15.11,14.42,15.8,-11.208,0.123
2377,15.11,14.42,15.8,-11.208,0.123
2378,15.12,14.43,15.81,-11.208,0.123
2379,15.12,14.43,15.81,-11.208,0.123
2380,15.12,14.44,15.81,-11.208,0.123
2381,15.13,14.44,15.82,-11.208,0.123
2382,15.13,14.44,15.82,-11.209,0.123
2383,15.13,14.45,15.82,-11.209,0.123
2384,15.14,14.45,15.83,-11.209,0.123
2385,15.14,14.45,15.83,-11.209,0.123
2386,15.14,14.46,15.83,-11.209,0.123
2387,15.15,14.46,15.84,-11.209,0.123
2388,15.15,14.46,15.84,-11.209,0.123
2389,15.15,14.47,15.84,-11.209,0.123
2390,15.16,14.47,15.85,-11.209,0.123
2391,15.16,14.47,15.85,-11.21,0.123
2392,15.16,14.48,15.85,-11.21,0.123
2393,15.17,14.48,15.86,-11.21,0.123
2394,15.17,14.48,15.86,-11.21,0.124
2395,15.17,14.48,15.86,-11.21,0.124
2396,15.18,14.49,15.87,-11.21,0.124
2397,15.18,14.49,15.87,-11.21,0.124
2398,15.18,14.49,15.87,-11.21,0.124
2399,15.19,14.5,15.88,-11.211,0.124
2400,15.19,14.5,15.88,-11.211,0.124
2401,15.19,14.5,15.88,-11.211,0.124
2402,15.2,14.51,15.89,-11.211,0.124
2403,15.2,14.51,15.89,-11.211,0.124
2404,15.2,14.51,15.89,-11.211,0.124
2405,15.2,14.52,15.89,-11.211,0.124
2406,15.21,14.52,15.9,-11.211,0.124
2407,15.21,14.52,15.9,-11.211,0.124
2408,15.21,14.52,15.9,-11.212,0.124
2409,15.22,14.53,15.91,-11.212,0.124
2410,15.22,14.53,15.91,-11.212,0.124
2411,15.22,14.53,15.91,-11.212,0.124
2412,15.23,14.54,15.92,-11.212,0.124
2413,15.23,14.54,15.92,-11.212,0.124
2414,15.23,14.54,15.92,-11.212,0.124
2415,15.23,14.55,15.92,-11.212,0.124
2416,15.24,14.55,15.93,-11.212,0.124
2417,15.24,14.55,15.93,-11.212,0.124
2418,15.24,14.55,15.93,-11.213,0.124
2419,15.25,14.56,15.94,-11.213,0.124
2420,15.25,14.56,15.94,-11.213,0.124
2421,15.25,14.56,15.94,-11.213,0.124
2422,15.25,14.56,15.94,-11.213,0.124
2423,15.26,14.57,15.95,-11.213,0.124
2424,15.26,14.57,15.95,-11.213,0.124
2425,15.26,14.57,15.95,-11.213,0.124
2426,15.27,14.58,15.95,-11.213,0.124
2427,15.27,14.58,15.96,-11.213,0.124
2428,15.27,14.58,15.96,-11.214,0.124
2429,15.27,14.58,15.96,-11.214,0.124
2430,15.28,14.59,15.97,-11.214,0.124
2431,15.28,14.59,15.97,-11.214,0.124
2432,15.28,14.59,15.97,-11.214,0.124
2433,15.28,14.59,15.97,-11.214,0.124
2434,15.29,14.6,15.98,-11.214,0.124
2435,15.29,14.6,15.98,-11.214,0.124
2436,15.29,14.6,15.98,-11.214,0.124
2437,15.29,14.6,15.98,-11.214,0.124
2438,15.3,14.61,15.99,-11.215,0.124
2439,15.3,14.61,15.99,-11.215,0.124
2440,15.3,14.61,15.99,-11.215,0.124
2441,15.3,14.61,15.99,-11.215,0.124
2442,15.31,14.62,16,-11.215,0.124
2443,15.31,14.62,16,-11.215,0.124
2444,15.31,14.62,16,-11.215,0.124
2445,15.31,14.62,16,-11.215,0.124
2446,15.32,14.63,16.01,-11.215,0.124
2447,15.32,14.63,16.01,-11.215,0.124
2448,15.32,14.63,16.01,-11.215,0.124
2449,15.32,14.63,16.01,-11.216,0.124
2450,15.33,14.64,16.02,-11.216,0.124
2451,15.33,14.64,16.02,-11.216,0.124
2452,15.33,14.64,16.02,-11.216,0.124
2453,15.33,14.64,16.02,-11.216,0.124
2454,15.34,14.65,16.03,-11.216,0.124
2455,15.34,14.65,16.03,-11.216,0.124
2456,15.34,14.65,16.03,-11.216,0.124
2457,15.34,14.65,16.03,-11.216,0.124
2458,15.35,14.66,16.04,-11.216,0.124
2459,15.35,14.66,16.04,-11.216,0.124
2460,15.35,14.66,16.04,-11.216,0.124
2461,15.35,14.66,16.04,-11.217,0.124
2462,15.35,14.67,16.04,-11.217,0.124
2463,15.36,14.67,16.05,-11.217,0.124
2464,15.36,14.67,16.05,-11.217,0.124
2465,15.36,14.67,16.05,-11.217,0.124
2466,15.36,14.67,16.05,-11.217,0.124
2467,15.37,14.68,16.06,-11.217,0.124
2468,15.37,14.68,16.06,-11.217,0.124
2469,15.37,14.68,16.06,-11.217,0.124
2470,15.37,14.68,16.06,-11.217,0.124
2471,15.38,14.69,16.06,-11.217,0.124
2472,15.38,14.69,16.07,-11.217,0.124
2473,15.38,14.69,16.07,-11.218,0.124
2474,15.38,14.69,16.07,-11.218,0.124
2475,15.38,14.69,16.07,-11.218,0.124
2476,15.39,14.7,16.08,-11.218,0.124
2477,15.39,14.7,16.08,-11.218,0.124
2478,15.39,14.7,16.08,-11.218,0.124
2479,15.39,14.7,16.08,-11.218,0.124
2480,15.39,14.71,16.08,-11.218,0.124
2481,15.4,14.71,16.09,-11.218,0.124
2482,15.4,14.71,16.09,-11.218,0.124
2483,15.4,14.71,16.09,-11.218,0.124
2484,15.4,14.71,16.09,-11.218,0.124
2485,15.41,14.72,16.1,-11.219,0.124
2486,15.41,14.72,16.1,-11.219,0.124
2487,15.41,14.72,16.1,-11.219,0.124
2488,15.41,14.72,16.1,-11.219,0.124
2489,15.41,14.72,16.1,-11.219,0.124
2490,15.42,14.73,16.11,-11.219,0.124
2491,15.42,14.73,16.11,-11.219,0.124
2492,15.42,14.73,16.11,-11.219,0.124
2493,15.42,14.73,16.11,-11.219,0.124
2494,15.42,14.73,16.11,-11.219,0.124
2495,15.43,14.74,16.12,-11.219,0.124
2496,15.43,14.74,16.12,-11.219,0.124
2497,15.43,14.74,16.12,-11.219,0.124
2498,15.43,14.74,16.12,-11.219,0.124
2499,15.43,14.74,16.12,-11.22,0.124
2500,15.44,14.75,16.13,-11.22,0.124
2501,15.44,14.75,16.13,-11.22,0.124
2502,15.44,14.75,16.13,-11.22,0.124
2503,15.44,14.75,16.13,-11.22,0.124
2504,15.44,14.75,16.13,-11.22,0.124
2505,15.45,14.76,16.14,-11.22,0.124
2506,15.45,14.76,16.14,-11.22,0.124
2507,15.45,14.76,16.14,-11.22,0.125
2508,15.45,14.76,16.14,-11.22,0.125
2509,15.45,14.76,16.14,-11.22,0.125
2510,15.46,14.77,16.15,-11.22,0.125
2511,15.46,14.77,16.15,-11.22,0.125
2512,15.46,14.77,16.15,-11.22,0.125
2513,15.46,14.77,16.15,-11.221,0.125
2514,15.46,14.77,16.15,-11.221,0.125
2515,15.47,14.78,16.15,-11.221,0.125
2516,15.47,14.78,16.16,-11.221,0.125
2517,15.47,14.78,16.16,-11.221,0.125
2518,15.47,14.78,16.16,-11.221,0.125
2519,15.47,14.78,16.16,-11.221,0.125
2520,15.47,14.78,16.16,-11.221,0.125
2521,15.48,14.79,16.17,-11.221,0.125
2522,15.48,14.79,16.17,-11.221,0.125
2523,15.48,14.79,16.17,-11.221,0.125
2524,15.48,14.79,16.17,-11.221,0.125
2525,15.48,14.79,16.17,-11.221,0.125
2526,15.49,14.8,16.18,-11.221,0.125
2527,15.49,14.8,16.18,-11.222,0.125
2528,15.49,14.8,16.18,-11.222,0.125
2529,15.49,14.8,16.18,-11.222,0.125
2530,15.49,14.8,16.18,-11.222,0.125
2531,15.49,14.8,16.18,-11.222,0.125
2532,15.5,14.81,16.19,-11.222,0.125
2533,15.5,14.81,16.19,-11.222,0.125
2534,15.5,14.81,16.19,-11.222,0.125
2535,15.5,14.81,16.19,-11.222,0.125
2536,15.5,14.81,16.19,-11.222,0.125
2537,15.5,14.82,16.19,-11.222,0.125
2538,15.51,14.82,16.2,-11.222,0.125
2539,15.51,14.82,16.2,-11.222,0.125
2540,15.51,14.82,16.2,-11.222,0.125
2541,15.51,14.82,16.2,-11.222,0.125
2542,15.51,14.82,16.2,-11.223,0.125
2543,15.52,14.83,16.21,-11.223,0.125
2544,15.52,14.83,16.21,-11.223,0.125
2545,15.52,14.83,16.21,-11.223,0.125
2546,15.52,14.83,16.21,-11.223,0.125
2547,15.52,14.83,16.21,-11.223,0.125
2548,15.52,14.83,16.21,-11.223,0.125
2549,15.53,14.84,16.22,-11.223,0.125
2550,15.53,14.84,16.22,-11.223,0.125
2551,15.53,14.84,16.22,-11.223,0.125
2552,15.53,14.84,16.22,-11.223,0.125
2553,15.53,14.84,16.22,-11.223,0.125
2554,15.53,14.84,16.22,-11.223,0.125
2555,15.54,14.85,16.23,-11.223,0.125
2556,15.54,14.85,16.23,-11.223,0.125
2557,15.54,14.85,16.23,-11.223,0.125
2558,15.54,14.85,16.23,-11.223,0.125
2559,15.54,14.85,16.23,-11.224,0.125
2560,15.54,14.85,16.23,-11.224,0.125
2561,15.55,14.86,16.24,-11.224,0.125
2562,15.55,14.86,16.24,-11.224,0.125
2563,15.55,14.86,16.24,-11.224,0.125
2564,15.55,14.86,16.24,-11.224,0.125
2565,15.55,14.86,16.24,-11.224,0.125
2566,15.55,14.86,16.24,-11.224,0.125
2567,15.56,14.86,16.25,-11.224,0.125
2568,15.56,14.87,16.25,-11.224,0.125
2569,15.56,14.87,16.25,-11.224,0.125
2570,15.56,14.87,16.25,-11.224,0.125
2571,15.56,14.87,16.25,-11.224,0.125
2572,15.56,14.87,16.25,-11.224,0.125
2573,15.56,14.87,16.25,-11.224,0.125
2574,15.57,14.88,16.26,-11.224,0.125
2575,15.57,14.88,16.26,-11.225,0.125
2576,15.57,14.88,16.26,-11.225,0.125
2577,15.57,14.88,16.26,-11.225,0.125
2578,15.57,14.88,16.26,-11.225,0.125
2579,15.57,14.88,16.26,-11.225,0.125
2580,15.58,14.89,16.27,-11.225,0.125
2581,15.58,14.89,16.27,-11.225,0.125
2582,15.58,14.89,16.27,-11.225,0.125
2583,15.58,14.89,16.27,-11.225,0.125
2584,15.58,14.89,16.27,-11.225,0.125
2585,15.58,14.89,16.27,-11.225,0.125
2586,15.58,14.89,16.27,-11.225,0.125
2587,15.59,14.9,16.28,-11.225,0.125
2588,15.59,14.9,16.28,-11.225,0.125
2589,15.59,14.9,16.28,-11.225,0.125
2590,15.59,14.9,16.28,-11.225,0.125
2591,15.59,14.9,16.28,-11.225,0.125
2592,15.59,14.9,16.28,-11.225,0.125
2593,15.59,14.9,16.29,-11.226,0.125
2594,15.6,14.91,16.29,-11.226,0.125
2595,15.6,14.91,16.29,-11.226,0.125
2596,15.6,14.91,16.29,-11.226,0.125
2597,15.6,14.91,16.29,-11.226,0.125
2598,15.6,14.91,16.29,-11.226,0.125
2599,15.6,14.91,16.29,-11.226,0.125
2600,15.61,14.91,16.3,-11.226,0.125
2601,15.61,14.92,16.3,-11.226,0.125
2602,15.61,14.92,16.3,-11.226,0.125
2603,15.61,14.92,16.3,-11.226,0.125
2604,15.61,14.92,16.3,-11.226,0.125
2605,15.61,14.92,16.3,-11.226,0.125
2606,15.61,14.92,16.3,-11.226,0.125
2607,15.62,14.93,16.31,-11.226,0.125
2608,15.62,14.93,16.31,-11.226,0.125
2609,15.62,14.93,16.31,-11.226,0.125
2610,15.62,14.93,16.31,-11.226,0.125
2611,15.62,14.93,16.31,-11.226,0.125
2612,15.62,14.93,16.31,-11.227,0.125
2613,15.62,14.93,16.31,-11.227,0.125
2614,15.63,14.93,16.32,-11.227,0.125
2615,15.63,14.94,16.32,-11.227,0.125
2616,15.63,14.94,16.32,-11.227,0.125
2617,15.63,14.94,16.32,-11.227,0.125
2618,15.63,14.94,16.32,-11.227,0.125
2619,15.63,14.94,16.32,-11.227,0.125
2620,15.63,14.94,16.32,-11.227,0.125
2621,15.63,14.94,16.32,-11.227,0.125
2622,15.64,14.95,16.33,-11.227,0.125
2623,15.64,14.95,16.33,-11.227,0.125
2624,15.64,14.95,16.33,-11.227,0.125
2625,15.64,14.95,16.33,-11.227,0.125
2626,15.64,14.95,16.33,-11.227,0.125
2627,15.64,14.95,16.33,-11.227,0.125
2628,15.64,14.95,16.33,-11.227,0.125
2629,15.65,14.96,16.34,-11.227,0.125
2630,15.65,14.96,16.34,-11.227,0.125
2631,15.65,14.96,16.34,-11.228,0.125
2632,15.65,14.96,16.34,-11.228,0.125
2633,15.65,14.96,16.34,-11.228,0.125
2634,15.65,14.96,16.34,-11.228,0.125
2635,15.65,14.96,16.34,-11.228,0.125
2636,15.65,14.96,16.35,-11.228,0.125
2637,15.66,14.97,16.35,-11.228,0.125
2638,15.66,14.97,16.35,-11.228,0.125
2639,15.66,14.97,16.35,-11.228,0.125
2640,15.66,14.97,16.35,-11.228,0.125
2641,15.66,14.97,16.35,-11.228,0.125
2642,15.66,14.97,16.35,-11.228,0.125
2643,15.66,14.97,16.35,-11.228,0.125
2644,15.67,14.97,16.36,-11.228,0.125
2645,15.67,14.98,16.36,-11.228,0.125
2646,15.67,14.98,16.36,-11.228,0.125
2647,15.67,14.98,16.36,-11.228,0.125
2648,15.67,14.98,16.36,-11.228,0.125
2649,15.67,14.98,16.36,-11.228,0.125
2650,15.67,14.98,16.36,-11.228,0.125
2651,15.67,14.98,16.36,-11.228,0.125
2652,15.68,14.99,16.37,-11.229,0.125
2653,15.68,14.99,16.37,-11.229,0.125
2654,15.68,14.99,16.37,-11.229,0.125
2655,15.68,14.99,16.37,-11.229,0.125
2656,15.68,14.99,16.37,-11.229,0.125
2657,15.68,14.99,16.37,-11.229,0.125
2658,15.68,14.99,16.37,-11.229,0.125
2659,15.68,14.99,16.37,-11.229,0.125
2660,15.69,15,16.38,-11.229,0.125
2661,15.69,15,16.38,-11.229,0.125
2662,15.69,15,16.38,-11.229,0.125
2663,15.69,15,16.38,-11.229,0.125
2664,15.69,15,16.38,-11.229,0.125
2665,15.69,15,16.38,-11.229,0.125
2666,15.69,15,16.38,-11.229,0.125
2667,15.69,15,16.38,-11.229,0.125
2668,15.7,15,16.39,-11.229,0.125
2669,15.7,15.01,16.39,-11.229,0.125
2670,15.7,15.01,16.39,-11.229,0.125
2671,15.7,15.01,16.39,-11.229,0.125
2672,15.7,15.01,16.39,-11.229,0.125
2673,15.7,15.01,16.39,-11.229,0.125
2674,15.7,15.01,16.39,-11.23,0.125
2675,15.7,15.01,16.39,-11.23,0.125
2676,15.7,15.01,16.4,-11.23,0.125
2677,15.71,15.02,16.4,-11.23,0.125
2678,15.71,15.02,16.4,-11.23,0.125
2679,15.71,15.02,16.4,-11.23,0.125
2680,15.71,15.02,16.4,-11.23,0.125
2681,15.71,15.02,16.4,-11.23,0.125
2682,15.71,15.02,16.4,-11.23,0.125
2683,15.71,15.02,16.4,-11.23,0.125
2684,15.71,15.02,16.4,-11.23,0.125
2685,15.72,15.02,16.41,-11.23,0.125
2686,15.72,15.03,16.41,-11.23,0.125
2687,15.72,15.03,16.41,-11.23,0.125
2688,15.72,15.03,16.41,-11.23,0.125
2689,15.72,15.03,16.41,-11.23,0.125
2690,15.72,15.03,16.41,-11.23,0.125
2691,15.72,15.03,16.41,-11.23,0.125
2692,15.72,15.03,16.41,-11.23,0.126
2693,15.72,15.03,16.41,-11.23,0.126
2694,15.73,15.04,16.42,-11.23,0.126
2695,15.73,15.04,16.42,-11.23,0.126
2696,15.73,15.04,16.42,-11.23,0.126
2697,15.73,15.04,16.42,-11.231,0.126
2698,15.73,15.04,16.42,-11.231,0.126
2699,15.73,15.04,16.42,-11.231,0.126
2700,15.73,15.04,16.42,-11.231,0.126
2701,15.73,15.04,16.42,-11.231,0.126
2702,15.73,15.04,16.42,-11.231,0.126
2703,15.74,15.05,16.43,-11.231,0.126
2704,15.74,15.05,16.43,-11.231,0.126
2705,15.74,15.05,16.43,-11.231,0.126
2706,15.74,15.05,16.43,-11.231,0.126
2707,15.74,15.05,16.43,-11.231,0.126
2708,15.74,15.05,16.43,-11.231,0.126
2709,15.74,15.05,16.43,-11.231,0.126
2710,15.74,15.05,16.43,-11.231,0.126
2711,15.74,15.05,16.43,-11.231,0.126
2712,15.75,15.06,16.44,-11.231,0.126
2713,15.75,15.06,16.44,-11.231,0.126
2714,15.75,15.06,16.44,-11.231,0.126
2715,15.75,15.06,16.44,-11.231,0.126
2716,15.75,15.06,16.44,-11.231,0.126
2717,15.75,15.06,16.44,-11.231,0.126
2718,15.75,15.06,16.44,-11.231,0.126
2719,15.75,15.06,16.44,-11.231,0.126
2720,15.75,15.06,16.44,-11.231,0.126
2721,15.76,15.06,16.45,-11.232,0.126
2722,15.76,15.07,16.45,-11.232,0.126
2723,15.76,15.07,16.45,-11.232,0.126
2724,15.76,15.07,16.45,-11.232,0.126
2725,15.76,15.07,16.45,-11.232,0.126
2726,15.76,15.07,16.45,-11.232,0.126
2727,15.76,15.07,16.45,-11.232,0.126
2728,15.76,15.07,16.45,-11.232,0.126
2729,15.76,15.07,16.45,-11.232,0.126
2730,15.76,15.07,16.46,-11.232,0.126
2731,15.77,15.08,16.46,-11.232,0.126
2732,15.77,15.08,16.46,-11.232,0.126
2733,15.77,15.08,16.46,-11.232,0.126
2734,15.77,15.08,16.46,-11.232,0.126
